Store,Date,Weekly_Sales,Holiday_Flag
1,7/9/2012,1661767.33,1
1,14-09-2012,1517428.87,0
1,21-09-2012,1506126.06,0
1,28-09-2012,1437059.26,0
1,5/10/2012,1670785.97,0
1,12/10/2012,1573072.81,0
1,19-10-2012,1508068.77,0
1,26-10-2012,1493659.74,0
2,5/2/2010,2136989.46,0
2,12/2/2010,2137809.5,1
2,19-02-2010,2124451.54,0
2,26-02-2010,1865097.27,0
2,5/3/2010,1991013.13,0
2,12/3/2010,1990483.78,0
2,19-03-2010,1946070.88,0
2,26-03-2010,1750197.81,0
2,2/4/2010,2066187.72,0
2,9/4/2010,1954689.21,0
2,16-04-2010,1874957.94,0
2,23-04-2010,1821990.93,0
2,30-04-2010,1802450.29,0
2,7/5/2010,2042581.71,0
2,14-05-2010,1880752.36,0
2,21-05-2010,1896937.1,0
2,28-05-2010,1957113.89,0
2,4/6/2010,2102539.93,0
2,11/6/2010,2025538.76,0
2,18-06-2010,2001636.96,0
2,25-06-2010,1939927.09,0
2,2/7/2010,2003940.64,0
2,9/7/2010,1880902.62,0
2,16-07-2010,1845879.79,0
2,23-07-2010,1781717.71,0
2,30-07-2010,1804246.16,0
2,6/8/2010,1991909.98,0
2,13-08-2010,1895601.05,0
2,20-08-2010,1964335.23,0
2,27-08-2010,1863840.49,0
2,3/9/2010,1904608.09,0
2,10/9/2010,1839128.83,1
2,17-09-2010,1793903.6,0
2,24-09-2010,1724557.22,0
2,1/10/2010,1827440.43,0
2,8/10/2010,1849921.44,0
2,15-10-2010,1794355.49,0
2,22-10-2010,1737947.64,0
2,29-10-2010,1802755.11,0
2,5/11/2010,1939061.41,0
2,12/11/2010,1916812.74,0
2,19-11-2010,1956739.17,0
2,26-11-2010,2658725.29,1
2,3/12/2010,2015781.27,0
2,10/12/2010,2378726.55,0
2,17-12-2010,2609166.75,0
2,24-12-2010,3436007.68,0
2,31-12-2010,1750434.55,1
2,7/1/2011,1758050.79,0
2,14-01-2011,1744193.58,0
2,21-01-2011,1751384.9,0
2,28-01-2011,1695371.68,0
2,4/2/2011,1929346.23,0
2,11/2/2011,2168041.61,1
2,18-02-2011,2080884.82,0
2,25-02-2011,1833511.08,0
2,4/3/2011,1981607.78,0
2,11/3/2011,1879107.31,0
2,18-03-2011,1902557.66,0
2,25-03-2011,1766162.05,0
2,1/4/2011,1800171.36,0
2,8/4/2011,1847552.61,0
2,15-04-2011,1856467.84,0
2,22-04-2011,1886339.6,0
2,29-04-2011,1745545.28,0
2,6/5/2011,1837743.6,0
2,13-05-2011,1838513.07,0
2,20-05-2011,1688281.86,0
2,27-05-2011,1797732.56,0
2,3/6/2011,1933756.21,0
2,10/6/2011,1929153.16,0
2,17-06-2011,1953771.99,0
2,24-06-2011,1790925.8,0
2,1/7/2011,1866243,0
2,8/7/2011,1853161.99,0
2,15-07-2011,1785187.29,0
2,22-07-2011,1743816.41,0
2,29-07-2011,1680693.06,0
2,5/8/2011,1876704.26,0
2,12/8/2011,1812768.26,0
2,19-08-2011,1844094.59,0
2,26-08-2011,1821139.91,0
2,2/9/2011,1809119.7,0
2,9/9/2011,1748000.65,1
2,16-09-2011,1691439.52,0
2,23-09-2011,1669299.78,0
2,30-09-2011,1650394.44,0
2,7/10/2011,1837553.43,0
2,14-10-2011,1743882.19,0
2,21-10-2011,1834680.25,0
2,28-10-2011,1769296.25,0
2,4/11/2011,1959707.9,0
2,11/11/2011,1920725.15,0
2,18-11-2011,1902762.5,0
2,25-11-2011,2614202.3,1
2,2/12/2011,1954952,0
2,9/12/2011,2290549.32,0
2,16-12-2011,2432736.52,0
2,23-12-2011,3224369.8,0
2,30-12-2011,1874226.52,1
2,6/1/2012,1799520.14,0
2,13-01-2012,1744725.48,0
2,20-01-2012,1711769.11,0
2,27-01-2012,1660906.14,0
2,3/2/2012,1935299.94,0
2,10/2/2012,2103322.68,1
2,17-02-2012,2196688.46,0
2,24-02-2012,1861802.7,0
2,2/3/2012,1952555.66,0
2,9/3/2012,1937628.26,0
2,16-03-2012,1976082.13,0
2,23-03-2012,1790439.16,0
2,30-03-2012,1857480.84,0
2,6/4/2012,2129035.91,0
2,13-04-2012,1935869.1,0
2,20-04-2012,1847344.45,0
2,27-04-2012,1764133.09,0
2,4/5/2012,1923957.09,0
2,11/5/2012,1917520.99,0
2,18-05-2012,2000940.67,0
2,25-05-2012,1912791.09,0
2,1/6/2012,1910092.37,0
2,8/6/2012,2010216.49,0
2,15-06-2012,1962924.3,0
2,22-06-2012,1887733.21,0
2,29-06-2012,1881046.12,0
2,6/7/2012,2041507.4,0
2,13-07-2012,1830075.13,0
2,20-07-2012,1819666.46,0
2,27-07-2012,1757923.88,0
2,3/8/2012,1946104.64,0
2,10/8/2012,1866719.96,0
2,17-08-2012,1928016.01,0
2,24-08-2012,1876788.15,0
2,31-08-2012,1947083.3,0
2,7/9/2012,1898777.07,1
2,14-09-2012,1814806.63,0
2,21-09-2012,1829415.67,0
2,28-09-2012,1746470.56,0
2,5/10/2012,1998321.04,0
2,12/10/2012,1900745.13,0
2,19-10-2012,1847990.41,0
2,26-10-2012,1834458.35,0
3,5/2/2010,461622.22,0
3,12/2/2010,420728.96,1
3,19-02-2010,421642.19,0
3,26-02-2010,407204.86,0
3,5/3/2010,415202.04,0
3,12/3/2010,384200.69,0
3,19-03-2010,375328.59,0
3,26-03-2010,359949.27,0
3,2/4/2010,423294.4,0
3,9/4/2010,415870.28,0
3,16-04-2010,354993.26,0
3,23-04-2010,339976.65,0
3,30-04-2010,361248.39,0
3,7/5/2010,399323.86,0
3,14-05-2010,384357.94,0
3,21-05-2010,343763.17,0
3,28-05-2010,350089.23,0
3,4/6/2010,396968.8,0
3,11/6/2010,355017.09,0
3,18-06-2010,364076.85,0
3,25-06-2010,357346.48,0
3,2/7/2010,381151.72,0
3,9/7/2010,349214.18,0
3,16-07-2010,352728.78,0
3,23-07-2010,352864.49,0
3,30-07-2010,347955.05,0
3,6/8/2010,402635.76,0
3,13-08-2010,339597.38,0
3,20-08-2010,351728.21,0
3,27-08-2010,362134.09,0
3,3/9/2010,366473.97,0
3,10/9/2010,352260.97,1
3,17-09-2010,363064.64,0
3,24-09-2010,355626.87,0
3,1/10/2010,358784.1,0
3,8/10/2010,395107.35,0
3,15-10-2010,345584.39,0
3,22-10-2010,348895.98,0
3,29-10-2010,348591.74,0
3,5/11/2010,423175.56,0
3,12/11/2010,386635.03,0
3,19-11-2010,372545.32,0
3,26-11-2010,565567.84,1
3,3/12/2010,476420.77,0
3,10/12/2010,467642.03,0
3,17-12-2010,498159.39,0
3,24-12-2010,605990.41,0
3,31-12-2010,382677.76,1
3,7/1/2011,378241.34,0
3,14-01-2011,381061.1,0
3,21-01-2011,350876.7,0
3,28-01-2011,364866.24,0
3,4/2/2011,438516.53,0
3,11/2/2011,430526.21,1
3,18-02-2011,432782.1,0
3,25-02-2011,397211.19,0
3,4/3/2011,437084.51,0
3,11/3/2011,404753.3,0
3,18-03-2011,392109.51,0
3,25-03-2011,380683.67,0
3,1/4/2011,374556.08,0
3,8/4/2011,384075.31,0
3,15-04-2011,366250.69,0
3,22-04-2011,391860.04,0
3,29-04-2011,367405.4,0
3,6/5/2011,413042.12,0
3,13-05-2011,386312.68,0
3,20-05-2011,364603.13,0
3,27-05-2011,369350.6,0
3,3/6/2011,394507.84,0
3,10/6/2011,391638.75,0
3,17-06-2011,403423.34,0
3,24-06-2011,385520.71,0
3,1/7/2011,368962.72,0
3,8/7/2011,395146.24,0
3,15-07-2011,373454.33,0
3,22-07-2011,360617.37,0
3,29-07-2011,345381.29,0
3,5/8/2011,409981.25,0
3,12/8/2011,380376.85,0
3,19-08-2011,379716.91,0
3,26-08-2011,366367.55,0
3,2/9/2011,375988.69,0
3,9/9/2011,377347.49,1
3,16-09-2011,375629.51,0
3,23-09-2011,365248.94,0
3,30-09-2011,368477.93,0
3,7/10/2011,403342.4,0
3,14-10-2011,368282.57,0
3,21-10-2011,394976.36,0
3,28-10-2011,389540.62,0
3,4/11/2011,459443.22,0
3,11/11/2011,407764.25,0
3,18-11-2011,398838.97,0
3,25-11-2011,556925.19,1
3,2/12/2011,472511.32,0
3,9/12/2011,468772.8,0
3,16-12-2011,510747.62,0
3,23-12-2011,551221.21,0
3,30-12-2011,410553.88,1
3,6/1/2012,398178.21,0
3,13-01-2012,367438.62,0
3,20-01-2012,365818.61,0
3,27-01-2012,349518.1,0
3,3/2/2012,424960.66,0
3,10/2/2012,473292.47,1
3,17-02-2012,475591.08,0
3,24-02-2012,418925.47,0
3,2/3/2012,469752.56,0
3,9/3/2012,445162.05,0
3,16-03-2012,411775.8,0
3,23-03-2012,413907.25,0
3,30-03-2012,407488.84,0
3,6/4/2012,503232.13,0
3,13-04-2012,420789.74,0
3,20-04-2012,434822.13,0
3,27-04-2012,394616.11,0
3,4/5/2012,439913.57,0
3,11/5/2012,431985.36,0
3,18-05-2012,418112.76,0
3,25-05-2012,413701.29,0
3,1/6/2012,432268.53,0
3,8/6/2012,446336.8,0
3,15-06-2012,442074.79,0
3,22-06-2012,419497.95,0
3,29-06-2012,422965.33,0
3,6/7/2012,411206.5,0
3,13-07-2012,416913.1,0
3,20-07-2012,432424.85,0
3,27-07-2012,389427.9,0
3,3/8/2012,419990.29,0
3,10/8/2012,391811.6,0
3,17-08-2012,394918.83,0
3,24-08-2012,412449.67,0
3,31-08-2012,408838.73,0
3,7/9/2012,408229.73,1
3,14-09-2012,407589.16,0
3,21-09-2012,414392.09,0
3,28-09-2012,389813.02,0
3,5/10/2012,443557.65,0
3,12/10/2012,410804.39,0
3,19-10-2012,424513.08,0
3,26-10-2012,405432.7,0
4,5/2/2010,2135143.87,0
4,12/2/2010,2188307.39,1
4,19-02-2010,2049860.26,0
4,26-02-2010,1925728.84,0
4,5/3/2010,1971057.44,0
4,12/3/2010,1894324.09,0
4,19-03-2010,1897429.36,0
4,26-03-2010,1762539.3,0
4,2/4/2010,1979247.12,0
4,9/4/2010,1818452.72,0
4,16-04-2010,1851519.69,0
4,23-04-2010,1802677.9,0
4,30-04-2010,1817273.28,0
4,7/5/2010,2000626.14,0
4,14-05-2010,1875597.28,0
4,21-05-2010,1903752.6,0
4,28-05-2010,1857533.7,0
4,4/6/2010,1903290.58,0
4,11/6/2010,1870619.23,0
4,18-06-2010,1929736.35,0
4,25-06-2010,1846651.95,0
4,2/7/2010,1881337.21,0
4,9/7/2010,1812208.22,0
4,16-07-2010,1898427.66,0
4,23-07-2010,1848426.78,0
4,30-07-2010,1796637.61,0
4,6/8/2010,1907638.58,0
4,13-08-2010,2007050.75,0
4,20-08-2010,1997181.09,0
4,27-08-2010,1848403.92,0
4,3/9/2010,1935857.58,0
4,10/9/2010,1865820.81,1
4,17-09-2010,1899959.61,0
4,24-09-2010,1810684.68,0
4,1/10/2010,1842821.02,0
4,8/10/2010,1951494.85,0
4,15-10-2010,1867345.09,0
4,22-10-2010,1927610.06,0
4,29-10-2010,1933333,0
4,5/11/2010,2013115.79,0
4,12/11/2010,1999794.26,0
4,19-11-2010,2097809.4,0
4,26-11-2010,2789469.45,1
4,3/12/2010,2102530.17,0
4,10/12/2010,2302504.86,0
4,17-12-2010,2740057.14,0
4,24-12-2010,3526713.39,0
4,31-12-2010,1794868.74,1
4,7/1/2011,1862476.27,0
4,14-01-2011,1865502.46,0
4,21-01-2011,1886393.94,0
4,28-01-2011,1814240.85,0
4,4/2/2011,2119086.04,0
4,11/2/2011,2187847.29,1
4,18-02-2011,2316495.56,0
4,25-02-2011,2078094.69,0
4,4/3/2011,2103455.75,0
4,11/3/2011,2039818.41,0
4,18-03-2011,2116475.38,0
4,25-03-2011,1944164.32,0
4,1/4/2011,1900246.47,0
4,8/4/2011,2074953.46,0
4,15-04-2011,1960587.76,0
4,22-04-2011,2220600.76,0
4,29-04-2011,1878167.44,0
4,6/5/2011,2063682.76,0
4,13-05-2011,2002362.37,0
4,20-05-2011,2015563.48,0
4,27-05-2011,1986597.95,0
4,3/6/2011,2065377.15,0
4,10/6/2011,2073951.38,0
4,17-06-2011,2141210.62,0
4,24-06-2011,2008344.92,0
4,1/7/2011,2051533.53,0
4,8/7/2011,2066541.86,0
4,15-07-2011,2049046.95,0
4,22-07-2011,2036231.39,0
4,29-07-2011,1989674.07,0
4,5/8/2011,2160057.39,0
4,12/8/2011,2105668.74,0
4,19-08-2011,2232892.1,0
4,26-08-2011,1988490.21,0
4,2/9/2011,2078420.31,0
4,9/9/2011,2093139.01,1
4,16-09-2011,2075577.33,0
4,23-09-2011,2031406.41,0
4,30-09-2011,1929486.63,0
4,7/10/2011,2166737.65,0
4,14-10-2011,2074548.85,0
4,21-10-2011,2207742.13,0
4,28-10-2011,2151659.59,0
4,4/11/2011,2281217.31,0
4,11/11/2011,2203028.96,0
4,18-11-2011,2243946.59,0
4,25-11-2011,3004702.33,1
4,2/12/2011,2180999.26,0
4,9/12/2011,2508955.24,0
4,16-12-2011,2771397.17,0
4,23-12-2011,3676388.98,0
4,30-12-2011,2007105.86,1
4,6/1/2012,2047766.07,0
4,13-01-2012,1941676.61,0
4,20-01-2012,2005097.76,0
4,27-01-2012,1928720.51,0
4,3/2/2012,2173373.91,0
4,10/2/2012,2374660.64,1
4,17-02-2012,2427640.17,0
4,24-02-2012,2226662.17,0
4,2/3/2012,2206319.9,0
4,9/3/2012,2202450.81,0
4,16-03-2012,2214967.44,0
4,23-03-2012,2091592.54,0
4,30-03-2012,2089381.77,0
4,6/4/2012,2470206.13,0
4,13-04-2012,2105301.39,0
4,20-04-2012,2144336.89,0
4,27-04-2012,2064065.66,0
4,4/5/2012,2196968.33,0
4,11/5/2012,2127661.17,0
4,18-05-2012,2207214.81,0
4,25-05-2012,2154137.67,0
4,1/6/2012,2179360.94,0
4,8/6/2012,2245257.18,0
4,15-06-2012,2234190.93,0
4,22-06-2012,2197299.65,0
4,29-06-2012,2128362.92,0
4,6/7/2012,2224499.28,0
4,13-07-2012,2100252.61,0
4,20-07-2012,2175563.69,0
4,27-07-2012,2048613.65,0
4,3/8/2012,2174514.13,0
4,10/8/2012,2193367.69,0
4,17-08-2012,2283540.3,0
4,24-08-2012,2125241.68,0
4,31-08-2012,2081181.35,0
4,7/9/2012,2125104.72,1
4,14-09-2012,2117854.6,0
4,21-09-2012,2119438.53,0
4,28-09-2012,2027620.23,0
4,5/10/2012,2209835.43,0
4,12/10/2012,2133026.07,0
4,19-10-2012,2097266.85,0
4,26-10-2012,2149594.46,0
5,5/2/2010,317173.1,0
5,12/2/2010,311825.7,1
5,19-02-2010,303447.57,0
5,26-02-2010,270281.63,0
5,5/3/2010,288855.71,0
5,12/3/2010,297293.59,0
5,19-03-2010,281706.41,0
5,26-03-2010,273282.97,0
5,2/4/2010,331406,0
5,9/4/2010,328020.49,0
5,16-04-2010,306858.69,0
5,23-04-2010,288839.73,0
5,30-04-2010,298697.84,0
5,7/5/2010,333522.6,0
5,14-05-2010,296673.77,0
5,21-05-2010,301615.49,0
5,28-05-2010,310013.11,0
5,4/6/2010,337825.89,0
5,11/6/2010,296641.91,0
5,18-06-2010,313795.6,0
5,25-06-2010,295257.3,0
5,2/7/2010,305993.27,0
5,9/7/2010,291808.87,0
5,16-07-2010,280701.7,0
5,23-07-2010,274742.63,0
5,30-07-2010,268929.03,0
5,6/8/2010,303043.02,0
5,13-08-2010,286477.35,0
5,20-08-2010,287205.38,0
5,27-08-2010,288519.75,0
5,3/9/2010,323798,0
5,10/9/2010,306533.08,1
5,17-09-2010,282558.65,0
5,24-09-2010,293131.58,0
5,1/10/2010,283178.12,0
5,8/10/2010,290494.85,0
5,15-10-2010,280681.2,0
5,22-10-2010,284988.27,0
5,29-10-2010,278031.81,0
5,5/11/2010,325310.3,0
5,12/11/2010,301827.36,0
5,19-11-2010,297384.81,0
5,26-11-2010,488362.61,1
5,3/12/2010,344490.88,0
5,10/12/2010,352811.53,0
5,17-12-2010,367801.19,0
5,24-12-2010,466010.25,0
5,31-12-2010,298180.18,1
5,7/1/2011,286347.26,0
5,14-01-2011,260636.71,0
5,21-01-2011,275313.34,0
5,28-01-2011,279088.39,0
5,4/2/2011,329613.2,0
5,11/2/2011,311590.54,1
5,18-02-2011,356622.61,0
5,25-02-2011,294659.5,0
5,4/3/2011,329033.66,0
5,11/3/2011,293098.1,0
5,18-03-2011,312177.67,0
5,25-03-2011,294732.5,0
5,1/4/2011,314316.55,0
5,8/4/2011,307333.62,0
5,15-04-2011,307913.58,0
5,22-04-2011,328415.44,0
5,29-04-2011,307291.56,0
5,6/5/2011,322904.68,0
5,13-05-2011,290930.01,0
5,20-05-2011,299614.33,0
5,27-05-2011,297149.69,0
5,3/6/2011,329183.92,0
5,10/6/2011,304984.14,0
5,17-06-2011,304811.82,0
5,24-06-2011,302881.64,0
5,1/7/2011,327093.89,0
5,8/7/2011,310804.93,0
5,15-07-2011,283248.62,0
5,22-07-2011,292539.73,0
5,29-07-2011,275142.17,0
5,5/8/2011,317738.56,0
5,12/8/2011,289886.16,0
5,19-08-2011,303643.84,0
5,26-08-2011,310338.17,0
5,2/9/2011,315645.53,0
5,9/9/2011,321110.22,1
5,16-09-2011,278529.71,0
5,23-09-2011,291024.98,0
5,30-09-2011,292315.38,0
5,7/10/2011,309111.47,0
5,14-10-2011,286117.72,0
5,21-10-2011,306069.18,0
5,28-10-2011,307035.11,0
5,4/11/2011,353652.23,0
5,11/11/2011,311906.7,0
5,18-11-2011,307944.37,0
5,25-11-2011,507900.07,1
5,2/12/2011,376225.61,0
5,9/12/2011,367433.77,0
5,16-12-2011,379530.3,0
5,23-12-2011,458562.24,0
5,30-12-2011,349624.88,1
5,6/1/2012,312078.71,0
5,13-01-2012,291454.52,0
5,20-01-2012,287523.98,0
5,27-01-2012,295974.22,0
5,3/2/2012,333948,0
5,10/2/2012,349239.88,1
5,17-02-2012,356427.98,0
5,24-02-2012,312220.47,0
5,2/3/2012,359206.21,0
5,9/3/2012,347295.6,0
5,16-03-2012,339392.54,0
5,23-03-2012,321299.99,0
5,30-03-2012,331318.73,0
5,6/4/2012,402985.7,0
5,13-04-2012,351832.03,0
5,20-04-2012,330063.06,0
5,27-04-2012,324839.74,0
5,4/5/2012,360932.69,0
5,11/5/2012,333870.52,0
5,18-05-2012,336189.66,0
5,25-05-2012,341994.48,0
5,1/6/2012,359867.8,0
5,8/6/2012,341704.59,0
5,15-06-2012,327383.64,0
5,22-06-2012,325041.68,0
5,29-06-2012,329658.1,0
5,6/7/2012,341214.43,0
5,13-07-2012,316203.64,0
5,20-07-2012,321205.12,0
5,27-07-2012,306827.36,0
5,3/8/2012,324195.17,0
5,10/8/2012,306759.7,0
5,17-08-2012,314014.18,0
5,24-08-2012,320831.36,0
5,31-08-2012,344642.01,0
5,7/9/2012,350648.91,1
5,14-09-2012,299800.67,0
5,21-09-2012,307306.76,0
5,28-09-2012,310141.68,0
5,5/10/2012,343048.29,0
5,12/10/2012,325345.41,0
5,19-10-2012,313358.15,0
5,26-10-2012,319550.77,0
6,5/2/2010,1652635.1,0
6,12/2/2010,1606283.86,1
6,19-02-2010,1567138.07,0
6,26-02-2010,1432953.21,0
6,5/3/2010,1601348.82,0
6,12/3/2010,1558621.36,0
6,19-03-2010,1693058.91,0
6,26-03-2010,1472033.38,0
6,2/4/2010,1770333.9,0
6,9/4/2010,1667181.82,0
6,16-04-2010,1519846.36,0
6,23-04-2010,1540435.99,0
6,30-04-2010,1498080.16,0
6,7/5/2010,1619920.04,0
6,14-05-2010,1524059.4,0
6,21-05-2010,1531938.44,0
6,28-05-2010,1644470.66,0
6,4/6/2010,1857380.09,0
6,11/6/2010,1685652.35,0
6,18-06-2010,1677248.24,0
6,25-06-2010,1640681.88,0
6,2/7/2010,1759777.25,0
6,9/7/2010,1690317.99,0
6,16-07-2010,1560120.8,0
6,23-07-2010,1585240.92,0
6,30-07-2010,1532308.78,0
6,6/8/2010,1633241.59,0
6,13-08-2010,1547654.98,0
6,20-08-2010,1539930.5,0
6,27-08-2010,1450766.12,0
6,3/9/2010,1510925.32,0
6,10/9/2010,1424225.44,1
6,17-09-2010,1308537.75,0
6,24-09-2010,1275591.84,0
6,1/10/2010,1328468.89,0
6,8/10/2010,1360317.9,0
6,15-10-2010,1344580.92,0
6,22-10-2010,1332716.53,0
6,29-10-2010,1385323.7,0
6,5/11/2010,1505442.15,0
6,12/11/2010,1495536.46,0
6,19-11-2010,1518841.45,0
6,26-11-2010,2267452.4,1
6,3/12/2010,1677067.24,0
6,10/12/2010,1834737.58,0
6,17-12-2010,2090268.95,0
6,24-12-2010,2727575.18,0
6,31-12-2010,1464050.02,1
6,7/1/2011,1350441.68,0
6,14-01-2011,1306194.55,0
6,21-01-2011,1261253.18,0
6,28-01-2011,1287034.7,0
6,4/2/2011,1514999.17,0
6,11/2/2011,1486920.17,1
6,18-02-2011,1572117.54,0
6,25-02-2011,1422600.43,0
6,4/3/2011,1502617.99,0
6,11/3/2011,1494497.39,0
6,18-03-2011,1685375.47,0
6,25-03-2011,1438465.81,0
6,1/4/2011,1459276.77,0
6,8/4/2011,1534594,0
6,15-04-2011,1448797.02,0
6,22-04-2011,1639358.93,0
6,29-04-2011,1479249.9,0
6,6/5/2011,1504651.57,0
6,13-05-2011,1453185.65,0
6,20-05-2011,1382783.83,0
6,27-05-2011,1523979.11,0
6,3/6/2011,1705506.29,0
6,10/6/2011,1598643.65,0
6,17-06-2011,1622150.33,0
6,24-06-2011,1543365.9,0
6,1/7/2011,1694551.15,0
6,8/7/2011,1709373.62,0
6,15-07-2011,1526801.24,0
6,22-07-2011,1526506.08,0
6,29-07-2011,1483991.05,0
6,5/8/2011,1601584.57,0
6,12/8/2011,1484995.38,0
6,19-08-2011,1493544.04,0
6,26-08-2011,1420405.41,0
6,2/9/2011,1481618.74,0
6,9/9/2011,1483574.38,1
6,16-09-2011,1351407.79,0
6,23-09-2011,1336044.75,0
6,30-09-2011,1307551.92,0
6,7/10/2011,1481739.2,0
6,14-10-2011,1386520.99,0
6,21-10-2011,1417922.37,0
6,28-10-2011,1419445.12,0
6,4/11/2011,1523420.38,0
6,11/11/2011,1536176.54,0
6,18-11-2011,1524390.07,0
6,25-11-2011,2249811.55,1
6,2/12/2011,1688531.34,0
6,9/12/2011,1903385.14,0
6,16-12-2011,2034695.56,0
6,23-12-2011,2644633.02,0
6,30-12-2011,1598080.52,1
6,6/1/2012,1395339.71,0
6,13-01-2012,1344243.17,0
6,20-01-2012,1326255.7,0
6,27-01-2012,1315610.66,0
6,3/2/2012,1496305.78,0
6,10/2/2012,1620603.92,1
6,17-02-2012,1632616.09,0
6,24-02-2012,1465187.71,0
6,2/3/2012,1550385.65,0
6,9/3/2012,1569304.4,0
6,16-03-2012,1748010.29,0
6,23-03-2012,1495143.62,0
6,30-03-2012,1508933.26,0
6,6/4/2012,1840131.19,0
6,13-04-2012,1616394.45,0
6,20-04-2012,1456073.24,0
6,27-04-2012,1456221.1,0
6,4/5/2012,1543461.12,0
6,11/5/2012,1517075.67,0
6,18-05-2012,1513635.64,0
6,25-05-2012,1603793.42,0
6,1/6/2012,1681121.38,0
6,8/6/2012,1696619.52,0
