Date,Temperature,Fuel_Price,CPI,Unemployment
8/4/2011,67.84,3.622,215.0743939,7.682
15-04-2011,71.27,3.743,215.2918561,7.682
22-04-2011,72.99,3.807,215.4599053,7.682
29-04-2011,72.03,3.81,215.6279544,7.682
6/5/2011,64.61,3.906,215.7960035,7.682
13-05-2011,75.64,3.899,215.9640526,7.682
20-05-2011,67.63,3.907,215.7339202,7.682
27-05-2011,77.72,3.786,215.5037878,7.682
3/6/2011,83,3.699,215.2736553,7.682
10/6/2011,83.13,3.648,215.0435229,7.682
17-06-2011,86.41,3.637,214.9980596,7.682
24-06-2011,83.58,3.594,215.0910982,7.682
1/7/2011,85.55,3.524,215.1841368,7.962
8/7/2011,85.83,3.48,215.2771754,7.962
15-07-2011,88.54,3.575,215.3611087,7.962
22-07-2011,85.77,3.651,215.4222784,7.962
29-07-2011,86.83,3.682,215.4834482,7.962
5/8/2011,91.65,3.684,215.544618,7.962
12/8/2011,90.76,3.638,215.6057878,7.962
19-08-2011,89.94,3.554,215.6693107,7.962
26-08-2011,87.96,3.523,215.7332258,7.962
2/9/2011,87.83,3.533,215.7971409,7.962
9/9/2011,76,3.546,215.861056,7.962
16-09-2011,79.94,3.526,216.0410526,7.962
23-09-2011,75.8,3.467,216.3758246,7.962
30-09-2011,79.69,3.355,216.7105965,7.962
7/10/2011,69.31,3.285,217.0453684,7.866
14-10-2011,71.74,3.274,217.3552733,7.866
21-10-2011,63.71,3.353,217.5159762,7.866
28-10-2011,66.57,3.372,217.6766791,7.866
4/11/2011,54.98,3.332,217.837382,7.866
11/11/2011,59.11,3.297,217.9980849,7.866
18-11-2011,62.25,3.308,218.2205088,7.866
25-11-2011,60.14,3.236,218.4676211,7.866
2/12/2011,48.91,3.172,218.7147333,7.866
9/12/2011,43.93,3.158,218.9618456,7.866
16-12-2011,51.63,3.159,219.1794533,7.866
23-12-2011,47.96,3.112,219.3577216,7.866
30-12-2011,44.55,3.129,219.5359898,7.866
6/1/2012,49.01,3.157,219.7142581,7.348
13-01-2012,48.53,3.261,219.8925263,7.348
20-01-2012,54.11,3.268,219.9856893,7.348
27-01-2012,54.26,3.29,220.0788523,7.348
3/2/2012,56.55,3.36,220.1720153,7.348
10/2/2012,48.02,3.409,220.2651783,7.348
17-02-2012,45.32,3.51,220.4257586,7.348
24-02-2012,57.25,3.555,220.636902,7.348
2/3/2012,60.96,3.63,220.8480454,7.348
9/3/2012,58.76,3.669,221.0591887,7.348
16-03-2012,64.74,3.734,221.2118132,7.348
23-03-2012,65.93,3.787,221.2864126,7.348
30-03-2012,67.61,3.845,221.3610119,7.348
6/4/2012,70.43,3.891,221.4356112,7.143
13-04-2012,69.07,3.891,221.5102105,7.143
20-04-2012,66.76,3.877,221.5640737,7.143
27-04-2012,67.23,3.814,221.6179368,7.143
4/5/2012,75.55,3.749,221.6718,7.143
11/5/2012,73.77,3.688,221.7256632,7.143
18-05-2012,70.33,3.63,221.742674,7.143
25-05-2012,77.22,3.561,221.744944,7.143
1/6/2012,77.95,3.501,221.7472139,7.143
8/6/2012,78.3,3.452,221.7494839,7.143
15-06-2012,79.35,3.393,221.7626421,7.143
22-06-2012,78.39,3.346,221.8030211,7.143
29-06-2012,84.88,3.286,221.8434,7.143
6/7/2012,81.57,3.227,221.8837789,6.908
13-07-2012,77.12,3.256,221.9241579,6.908
20-07-2012,80.42,3.311,221.9327267,6.908
27-07-2012,82.66,3.407,221.9412954,6.908
3/8/2012,86.11,3.417,221.9498642,6.908
10/8/2012,85.05,3.494,221.9584329,6.908
17-08-2012,84.85,3.571,222.0384109,6.908
24-08-2012,77.66,3.62,222.1719457,6.908
31-08-2012,80.49,3.638,222.3054805,6.908
7/9/2012,83.96,3.73,222.4390153,6.908
14-09-2012,74.97,3.717,222.5820193,6.908
21-09-2012,69.87,3.721,222.7818386,6.908
28-09-2012,76.08,3.666,222.9816579,6.908
5/10/2012,68.55,3.617,223.1814772,6.573
12/10/2012,62.99,3.601,223.3812965,6.573
19-10-2012,67.97,3.594,223.4257233,6.573
26-10-2012,69.16,3.506,223.4442513,6.573
5/2/2010,40.19,2.572,210.7526053,8.324
12/2/2010,38.49,2.548,210.8979935,8.324
19-02-2010,39.69,2.514,210.9451605,8.324
26-02-2010,46.1,2.561,210.9759573,8.324
5/3/2010,47.17,2.625,211.0067542,8.324
12/3/2010,57.56,2.667,211.037551,8.324
19-03-2010,54.52,2.72,210.8733316,8.324
26-03-2010,51.26,2.732,210.6766095,8.324
2/4/2010,63.27,2.719,210.4798874,8.2
9/4/2010,65.41,2.77,210.2831653,8.2
16-04-2010,68.07,2.808,210.1495463,8.2
23-04-2010,65.11,2.795,210.1000648,8.2
30-04-2010,66.98,2.78,210.0505833,8.2
7/5/2010,71.28,2.835,210.0011018,8.2
14-05-2010,73.31,2.854,209.9984585,8.2
21-05-2010,74.83,2.826,210.2768443,8.2
28-05-2010,81.13,2.759,210.5552301,8.2
4/6/2010,81.81,2.705,210.833616,8.2
11/6/2010,83.4,2.668,211.1120018,8.2
18-06-2010,85.81,2.637,211.1096543,8.2
25-06-2010,86.26,2.653,210.9950134,8.2
2/7/2010,82.74,2.669,210.8803726,8.099
9/7/2010,82.59,2.642,210.7657317,8.099
16-07-2010,85.32,2.623,210.7577954,8.099
23-07-2010,87.66,2.608,210.8921319,8.099
30-07-2010,83.49,2.64,211.0264684,8.099
6/8/2010,89.53,2.627,211.1608049,8.099
13-08-2010,89.05,2.692,211.2951413,8.099
20-08-2010,88.7,2.664,211.2596586,8.099
27-08-2010,87.12,2.619,211.2241759,8.099
3/9/2010,81.83,2.577,211.1886931,8.099
10/9/2010,79.09,2.565,211.1532104,8.099
17-09-2010,82.05,2.582,211.1806415,8.099
24-09-2010,81.79,2.624,211.2552578,8.099
1/10/2010,69.24,2.603,211.3298742,8.163
8/10/2010,63.19,2.633,211.4044906,8.163
15-10-2010,65.8,2.72,211.4713286,8.163
22-10-2010,68.5,2.725,211.5187208,8.163
29-10-2010,66.24,2.716,211.5661131,8.163
5/11/2010,57.85,2.689,211.6135053,8.163
12/11/2010,59.69,2.728,211.6608975,8.163
19-11-2010,50.81,2.771,211.5470304,8.163
26-11-2010,62.98,2.735,211.4062867,8.163
3/12/2010,49.33,2.708,211.265543,8.163
10/12/2010,45.5,2.843,211.1247993,8.163
17-12-2010,47.55,2.869,211.0645458,8.163
24-12-2010,49.97,2.886,211.0646599,8.163
31-12-2010,47.3,2.943,211.064774,8.163
7/1/2011,44.69,2.976,211.0648881,8.028
14-01-2011,33.02,2.983,211.1176713,8.028
21-01-2011,41.4,3.016,211.4864691,8.028
28-01-2011,42.83,3.01,211.8552668,8.028
4/2/2011,38.25,2.989,212.2240646,8.028
11/2/2011,33.19,3.022,212.5928624,8.028
18-02-2011,57.83,3.045,212.9033115,8.028
25-02-2011,60.8,3.065,213.190421,8.028
4/3/2011,57.77,3.288,213.4775305,8.028
11/3/2011,52.7,3.459,213.7646401,8.028
18-03-2011,62.32,3.488,214.0156238,8.028
25-03-2011,69.42,3.473,214.2521573,8.028
1/4/2011,55.43,3.524,214.4886908,7.931
8/4/2011,67,3.622,214.7252242,7.931
15-04-2011,69.48,3.743,214.9420631,7.931
22-04-2011,69.39,3.807,215.1096657,7.931
29-04-2011,69.21,3.81,215.2772683,7.931
6/5/2011,61.48,3.906,215.4448709,7.931
13-05-2011,74.61,3.899,215.6124735,7.931
20-05-2011,67.14,3.907,215.3834778,7.931
27-05-2011,76.42,3.786,215.1544822,7.931
3/6/2011,83.07,3.699,214.9254865,7.931
10/6/2011,83.4,3.648,214.6964908,7.931
17-06-2011,86.53,3.637,214.6513538,7.931
24-06-2011,85.17,3.594,214.7441108,7.931
1/7/2011,85.69,3.524,214.8368678,7.852
8/7/2011,87.7,3.48,214.9296249,7.852
15-07-2011,89.83,3.575,215.0134426,7.852
22-07-2011,89.34,3.651,215.0749122,7.852
29-07-2011,90.07,3.682,215.1363819,7.852
5/8/2011,93.34,3.684,215.1978515,7.852
12/8/2011,91.58,3.638,215.2593211,7.852
19-08-2011,89.86,3.554,215.3229307,7.852
26-08-2011,90.45,3.523,215.386897,7.852
2/9/2011,89.64,3.533,215.4508632,7.852
9/9/2011,77.97,3.546,215.5148295,7.852
16-09-2011,78.85,3.526,215.6944378,7.852
23-09-2011,75.58,3.467,216.0282356,7.852
30-09-2011,78.14,3.355,216.3620333,7.852
7/10/2011,69.92,3.285,216.6958311,7.441
14-10-2011,71.67,3.274,217.0048261,7.441
21-10-2011,64.53,3.353,217.1650042,7.441
28-10-2011,65.87,3.372,217.3251824,7.441
4/11/2011,55.53,3.332,217.4853605,7.441
11/11/2011,59.33,3.297,217.6455387,7.441
18-11-2011,62.01,3.308,217.8670218,7.441
25-11-2011,56.36,3.236,218.1130269,7.441
2/12/2011,48.74,3.172,218.3590319,7.441
9/12/2011,41.76,3.158,218.605037,7.441
16-12-2011,50.13,3.159,218.8217928,7.441
23-12-2011,46.66,3.112,218.9995495,7.441
30-12-2011,44.57,3.129,219.1773063,7.441
6/1/2012,46.75,3.157,219.355063,7.057
13-01-2012,45.99,3.261,219.5328198,7.057
20-01-2012,51.7,3.268,219.6258417,7.057
27-01-2012,50.5,3.29,219.7188636,7.057
3/2/2012,55.21,3.36,219.8118854,7.057
10/2/2012,46.98,3.409,219.9049073,7.057
17-02-2012,43.82,3.51,220.0651993,7.057
24-02-2012,54.63,3.555,220.275944,7.057
2/3/2012,58.79,3.63,220.4866886,7.057
9/3/2012,57.11,3.669,220.6974332,7.057
16-03-2012,63.68,3.734,220.8498468,7.057
23-03-2012,64.01,3.787,220.9244858,7.057
30-03-2012,66.83,3.845,220.9991248,7.057
6/4/2012,68.43,3.891,221.0737638,6.891
13-04-2012,68.08,3.891,221.1484028,6.891
20-04-2012,65.69,3.877,221.2021074,6.891
27-04-2012,67.2,3.814,221.255812,6.891
4/5/2012,76.73,3.749,221.3095166,6.891
11/5/2012,73.87,3.688,221.3632212,6.891
18-05-2012,71.27,3.63,221.380331,6.891
25-05-2012,78.19,3.561,221.3828029,6.891
1/6/2012,78.38,3.501,221.3852748,6.891
8/6/2012,78.69,3.452,221.3877467,6.891
15-06-2012,80.56,3.393,221.4009901,6.891
22-06-2012,81.04,3.346,221.4411622,6.891
29-06-2012,86.32,3.286,221.4813343,6.891
6/7/2012,84.2,3.227,221.5215064,6.565
13-07-2012,80.17,3.256,221.5616784,6.565
20-07-2012,83.23,3.311,221.5701123,6.565
27-07-2012,86.37,3.407,221.5785461,6.565
3/8/2012,90.22,3.417,221.5869799,6.565
10/8/2012,88.55,3.494,221.5954138,6.565
17-08-2012,84.79,3.571,221.6751459,6.565
24-08-2012,76.91,3.62,221.8083518,6.565
31-08-2012,82.64,3.638,221.9415576,6.565
7/9/2012,87.65,3.73,222.0747635,6.565
14-09-2012,75.88,3.717,222.2174395,6.565
21-09-2012,71.09,3.721,222.4169362,6.565
28-09-2012,79.45,3.666,222.6164329,6.565
5/10/2012,70.27,3.617,222.8159296,6.17
12/10/2012,60.97,3.601,223.0154263,6.17
19-10-2012,68.08,3.594,223.0598077,6.17
26-10-2012,69.79,3.506,223.0783366,6.17
5/2/2010,45.71,2.572,214.4248812,7.368
12/2/2010,47.93,2.548,214.5747916,7.368
19-02-2010,47.07,2.514,214.6198868,7.368
26-02-2010,52.05,2.561,214.6475127,7.368
5/3/2010,53.04,2.625,214.6751386,7.368
12/3/2010,63.08,2.667,214.7027646,7.368
19-03-2010,60.42,2.72,214.5301219,7.368
26-03-2010,57.06,2.732,214.3241011,7.368
2/4/2010,65.56,2.719,214.1180803,7.343
9/4/2010,68,2.77,213.9120595,7.343
16-04-2010,66.98,2.808,213.7726889,7.343
23-04-2010,67.87,2.795,213.7221852,7.343
30-04-2010,70.24,2.78,213.6716815,7.343
7/5/2010,73.47,2.835,213.6211778,7.343
14-05-2010,77.18,2.854,213.6196139,7.343
21-05-2010,75.81,2.826,213.9116886,7.343
28-05-2010,78.6,2.759,214.2037634,7.343
4/6/2010,78.53,2.705,214.4958382,7.343
11/6/2010,82.1,2.668,214.787913,7.343
18-06-2010,83.52,2.637,214.7858259,7.343
25-06-2010,83.79,2.653,214.6660741,7.343
2/7/2010,82.2,2.669,214.5463222,7.346
9/7/2010,81.75,2.642,214.4265704,7.346
16-07-2010,84.32,2.623,214.4176476,7.346
23-07-2010,83.32,2.608,214.5564968,7.346
30-07-2010,82.04,2.64,214.695346,7.346
6/8/2010,85.13,2.627,214.8341952,7.346
13-08-2010,86.74,2.692,214.9730444,7.346
20-08-2010,88.02,2.664,214.9314191,7.346
27-08-2010,86.15,2.619,214.8897938,7.346
3/9/2010,84.16,2.577,214.8481685,7.346
10/9/2010,80.84,2.565,214.8065431,7.346
17-09-2010,82.36,2.582,214.8322484,7.346
24-09-2010,76.9,2.624,214.9084516,7.346
1/10/2010,73.6,2.603,214.9846548,7.564
8/10/2010,66.99,2.633,215.060858,7.564
15-10-2010,69.71,2.72,215.1293114,7.564
22-10-2010,71.64,2.725,215.17839,7.564
29-10-2010,72.04,2.716,215.2274686,7.564
5/11/2010,62.94,2.689,215.2765472,7.564
12/11/2010,62.79,2.728,215.3256258,7.564
19-11-2010,57.72,2.771,215.2074519,7.564
26-11-2010,68.71,2.735,215.0614025,7.564
3/12/2010,53.76,2.708,214.9153531,7.564
10/12/2010,51.13,2.843,214.7693037,7.564
17-12-2010,52.2,2.869,214.704919,7.564
24-12-2010,57.16,2.886,214.7017828,7.564
31-12-2010,53.2,2.943,214.6986466,7.564
7/1/2011,53.35,2.976,214.6955104,7.551
14-01-2011,44.76,2.983,214.7470729,7.551
21-01-2011,50.74,3.016,215.1268275,7.551
28-01-2011,48.71,3.01,215.5065821,7.551
4/2/2011,45.95,2.989,215.8863367,7.551
11/2/2011,43.57,3.022,216.2660913,7.551
18-02-2011,61.58,3.045,216.5843571,7.551
25-02-2011,67.4,3.065,216.8780275,7.551
4/3/2011,65.11,3.288,217.1716979,7.551
11/3/2011,61.29,3.459,217.4653683,7.551
18-03-2011,69.47,3.488,217.7235226,7.551
25-03-2011,72.94,3.473,217.9674705,7.551
1/4/2011,68.76,3.524,218.2114184,7.574
8/4/2011,72.55,3.622,218.4553663,7.574
15-04-2011,75.88,3.743,218.6788642,7.574
22-04-2011,76.91,3.807,218.851237,7.574
29-04-2011,78.69,3.81,219.0236099,7.574
6/5/2011,69.45,3.906,219.1959827,7.574
13-05-2011,79.87,3.899,219.3683556,7.574
20-05-2011,75.79,3.907,219.127216,7.574
27-05-2011,84.41,3.786,218.8860765,7.574
3/6/2011,84.29,3.699,218.6449369,7.574
10/6/2011,84.84,3.648,218.4037974,7.574
17-06-2011,86.96,3.637,218.3551748,7.574
24-06-2011,84.94,3.594,218.45094,7.574
1/7/2011,85.1,3.524,218.5467052,7.567
8/7/2011,85.38,3.48,218.6424704,7.567
15-07-2011,87.14,3.575,218.7275216,7.567
22-07-2011,86.19,3.651,218.7857881,7.567
29-07-2011,88.07,3.682,218.8440545,7.567
5/8/2011,88.45,3.684,218.9023209,7.567
12/8/2011,88.88,3.638,218.9605873,7.567
19-08-2011,88.44,3.554,219.023271,7.567
26-08-2011,87.67,3.523,219.0866908,7.567
2/9/2011,89.12,3.533,219.1501106,7.567
9/9/2011,81.72,3.546,219.2135305,7.567
16-09-2011,83.63,3.526,219.3972867,7.567
23-09-2011,80.19,3.467,219.7414914,7.567
30-09-2011,82.58,3.355,220.085696,7.567
7/10/2011,75.54,3.285,220.4299007,7.197
14-10-2011,73.75,3.274,220.7486167,7.197
21-10-2011,69.03,3.353,220.9144005,7.197
28-10-2011,71.04,3.372,221.0801842,7.197
4/11/2011,59.31,3.332,221.245968,7.197
11/11/2011,61.7,3.297,221.4117517,7.197
18-11-2011,63.91,3.308,221.6432852,7.197
25-11-2011,68,3.236,221.9011185,7.197
2/12/2011,54.97,3.172,222.1589519,7.197
9/12/2011,49.26,3.158,222.4167852,7.197
16-12-2011,57.95,3.159,222.6426418,7.197
23-12-2011,53.41,3.112,222.8258628,7.197
30-12-2011,48.29,3.129,223.0090839,7.197
6/1/2012,52.42,3.157,223.1923049,6.833
13-01-2012,51.86,3.261,223.3755259,6.833
20-01-2012,56.2,3.268,223.4700552,6.833
27-01-2012,58.06,3.29,223.5645845,6.833
3/2/2012,59.33,3.36,223.6591137,6.833
10/2/2012,51.65,3.409,223.753643,6.833
17-02-2012,52.39,3.51,223.9170153,6.833
24-02-2012,60.12,3.555,224.1320199,6.833
2/3/2012,61.65,3.63,224.3470245,6.833
9/3/2012,60.71,3.669,224.5620291,6.833
16-03-2012,64,3.734,224.7166953,6.833
23-03-2012,66.53,3.787,224.7909104,6.833
30-03-2012,69.36,3.845,224.8651254,6.833
6/4/2012,73.01,3.891,224.9393405,6.664
13-04-2012,72.83,3.891,225.0135556,6.664
20-04-2012,72.05,3.877,225.0689541,6.664
27-04-2012,73.39,3.814,225.1243526,6.664
4/5/2012,79.51,3.749,225.1797511,6.664
11/5/2012,75.19,3.688,225.2351496,6.664
18-05-2012,72.38,3.63,225.2512024,6.664
25-05-2012,78.58,3.561,225.2515168,6.664
1/6/2012,81.55,3.501,225.2518313,6.664
8/6/2012,81.65,3.452,225.2521458,6.664
15-06-2012,84.66,3.393,225.2644795,6.664
22-06-2012,82.7,3.346,225.3068615,6.664
29-06-2012,86.42,3.286,225.3492435,6.664
6/7/2012,83.14,3.227,225.3916254,6.334
13-07-2012,82.28,3.256,225.4340074,6.334
20-07-2012,81.38,3.311,225.4438827,6.334
27-07-2012,84.94,3.407,225.4537579,6.334
3/8/2012,86.55,3.417,225.4636332,6.334
10/8/2012,85.85,3.494,225.4735085,6.334
17-08-2012,87.36,3.571,225.5558664,6.334
24-08-2012,83.01,3.62,225.6925864,6.334
31-08-2012,85.18,3.638,225.8293063,6.334
7/9/2012,84.99,3.73,225.9660263,6.334
14-09-2012,78.36,3.717,226.1122067,6.334
21-09-2012,72.78,3.721,226.3151496,6.334
28-09-2012,77.46,3.666,226.5180926,6.334
5/10/2012,72.74,3.617,226.7210356,6.034
12/10/2012,70.31,3.601,226.9239785,6.034
19-10-2012,73.44,3.594,226.9688442,6.034
26-10-2012,74.66,3.506,226.9873637,6.034
5/2/2010,43.76,2.598,126.4420645,8.623
12/2/2010,28.84,2.573,126.4962581,8.623
19-02-2010,36.45,2.54,126.5262857,8.623
26-02-2010,41.36,2.59,126.5522857,8.623
5/3/2010,43.49,2.654,126.5782857,8.623
12/3/2010,49.63,2.704,126.6042857,8.623
19-03-2010,55.19,2.743,126.6066452,8.623
26-03-2010,39.91,2.752,126.6050645,8.623
2/4/2010,48.77,2.74,126.6034839,7.896
9/4/2010,54.16,2.773,126.6019032,7.896
16-04-2010,56.23,2.81,126.5621,7.896
23-04-2010,56.87,2.805,126.4713333,7.896
30-04-2010,53.04,2.787,126.3805667,7.896
7/5/2010,56.77,2.836,126.2898,7.896
14-05-2010,62.35,2.845,126.2085484,7.896
21-05-2010,67.4,2.82,126.1843871,7.896
28-05-2010,67.73,2.756,126.1602258,7.896
4/6/2010,70.83,2.701,126.1360645,7.896
11/6/2010,78.45,2.668,126.1119032,7.896
18-06-2010,81.53,2.635,126.114,7.896
25-06-2010,81.1,2.654,126.1266,7.896
2/7/2010,73.66,2.668,126.1392,7.372
9/7/2010,80.35,2.637,126.1518,7.372
16-07-2010,78.53,2.621,126.1498065,7.372
23-07-2010,79.78,2.612,126.1283548,7.372
30-07-2010,80.7,2.65,126.1069032,7.372
6/8/2010,76.53,2.64,126.0854516,7.372
13-08-2010,78.08,2.698,126.064,7.372
20-08-2010,78.83,2.671,126.0766452,7.372
27-08-2010,74.44,2.621,126.0892903,7.372
3/9/2010,76.8,2.584,126.1019355,7.372
10/9/2010,73.54,2.574,126.1145806,7.372
17-09-2010,64.91,2.594,126.1454667,7.372
24-09-2010,60.96,2.642,126.1900333,7.372
1/10/2010,63.96,2.619,126.2346,7.127
8/10/2010,67.73,2.645,126.2791667,7.127
15-10-2010,62.03,2.732,126.3266774,7.127
22-10-2010,64.17,2.736,126.3815484,7.127
29-10-2010,56.94,2.718,126.4364194,7.127
5/11/2010,51.6,2.699,126.4912903,7.127
12/11/2010,52.65,2.741,126.5461613,7.127
19-11-2010,48.05,2.78,126.6072,7.127
26-11-2010,48.08,2.752,126.6692667,7.127
3/12/2010,46.4,2.727,126.7313333,7.127
10/12/2010,42.4,2.86,126.7934,7.127
17-12-2010,46.57,2.884,126.8794839,7.127
24-12-2010,43.21,2.887,126.9835806,7.127
31-12-2010,38.09,2.955,127.0876774,7.127
7/1/2011,39.34,2.98,127.1917742,6.51
14-01-2011,31.6,2.992,127.3009355,6.51
21-01-2011,38.34,3.017,127.4404839,6.51
28-01-2011,40.6,3.022,127.5800323,6.51
4/2/2011,34.61,2.996,127.7195806,6.51
11/2/2011,33.29,3.033,127.859129,6.51
18-02-2011,48.17,3.058,127.99525,6.51
25-02-2011,49,3.087,128.13,6.51
4/3/2011,46.56,3.305,128.26475,6.51
11/3/2011,50.93,3.461,128.3995,6.51
18-03-2011,51.86,3.495,128.5121935,6.51
25-03-2011,59.1,3.48,128.6160645,6.51
1/4/2011,56.99,3.521,128.7199355,5.946
8/4/2011,62.61,3.605,128.8238065,5.946
15-04-2011,62.34,3.724,128.9107333,5.946
22-04-2011,68.8,3.781,128.9553,5.946
29-04-2011,64.22,3.781,128.9998667,5.946
6/5/2011,63.41,3.866,129.0444333,5.946
13-05-2011,70.65,3.872,129.089,5.946
20-05-2011,70.49,3.881,129.0756774,5.946
27-05-2011,73.65,3.771,129.0623548,5.946
3/6/2011,78.26,3.683,129.0490323,5.946
10/6/2011,80.05,3.64,129.0357097,5.946
17-06-2011,83.51,3.618,129.0432,5.946
24-06-2011,81.85,3.57,129.0663,5.946
1/7/2011,84.54,3.504,129.0894,5.644
8/7/2011,84.59,3.469,129.1125,5.644
15-07-2011,83.27,3.563,129.1338387,5.644
22-07-2011,82.84,3.627,129.1507742,5.644
29-07-2011,84.36,3.659,129.1677097,5.644
5/8/2011,86.09,3.662,129.1846452,5.644
12/8/2011,82.98,3.617,129.2015806,5.644
19-08-2011,82.77,3.55,129.2405806,5.644
26-08-2011,81.47,3.523,129.2832581,5.644
2/9/2011,77.99,3.533,129.3259355,5.644
9/9/2011,73.34,3.554,129.3686129,5.644
16-09-2011,72.76,3.532,129.4306,5.644
23-09-2011,69.23,3.473,129.5183333,5.644
30-09-2011,72.15,3.371,129.6060667,5.644
7/10/2011,65.79,3.299,129.6938,5.143
14-10-2011,63.75,3.283,129.7706452,5.143
21-10-2011,64.79,3.361,129.7821613,5.143
28-10-2011,55.31,3.362,129.7936774,5.143
4/11/2011,49.86,3.322,129.8051935,5.143
11/11/2011,47.12,3.286,129.8167097,5.143
18-11-2011,50.44,3.294,129.8268333,5.143
25-11-2011,47.96,3.225,129.8364,5.143
2/12/2011,38.71,3.176,129.8459667,5.143
9/12/2011,31.64,3.153,129.8555333,5.143
16-12-2011,36.44,3.149,129.8980645,5.143
23-12-2011,35.92,3.103,129.9845484,5.143
30-12-2011,36.89,3.119,130.0710323,5.143
6/1/2012,38.64,3.158,130.1575161,4.607
13-01-2012,34.41,3.263,130.244,4.607
20-01-2012,42.09,3.273,130.2792258,4.607
27-01-2012,40.31,3.29,130.3144516,4.607
3/2/2012,41.81,3.354,130.3496774,4.607
10/2/2012,33,3.411,130.3849032,4.607
17-02-2012,34.19,3.493,130.4546207,4.607
24-02-2012,41.31,3.541,130.5502069,4.607
2/3/2012,50.38,3.619,130.6457931,4.607
9/3/2012,53.63,3.667,130.7413793,4.607
16-03-2012,59.81,3.707,130.8261935,4.607
23-03-2012,59.07,3.759,130.8966452,4.607
30-03-2012,72.63,3.82,130.9670968,4.607
6/4/2012,67.69,3.864,131.0375484,4.308
13-04-2012,68.69,3.881,131.108,4.308
20-04-2012,68.6,3.864,131.1173333,4.308
27-04-2012,76.47,3.81,131.1266667,4.308
4/5/2012,80.14,3.747,131.136,4.308
11/5/2012,67.64,3.685,131.1453333,4.308
18-05-2012,68.43,3.62,131.0983226,4.308
25-05-2012,77.47,3.551,131.0287742,4.308
1/6/2012,77.41,3.483,130.9592258,4.308
8/6/2012,78.11,3.433,130.8896774,4.308
15-06-2012,80.94,3.372,130.8295333,4.308
22-06-2012,81.63,3.329,130.7929,4.308
29-06-2012,84.23,3.257,130.7562667,4.308
6/7/2012,80.37,3.187,130.7196333,4.077
13-07-2012,76.86,3.224,130.683,4.077
20-07-2012,79.14,3.263,130.7012903,4.077
27-07-2012,81.06,3.356,130.7195806,4.077
3/8/2012,83.86,3.374,130.737871,4.077
10/8/2012,83.21,3.476,130.7561613,4.077
